ID,Name,Length (miles),Ascent (ft),Descent (ft),Dogs,Features,Ratings,Difficulty,State
7007066,scenic-trail-cutoff,0.3,0.0,311.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 5]",Intermediate/Difficult,ME
7007386,gorge-path,2.0,1275.0,3.0,Leashed,"['Cave', 'River/Creek', 'Spring', 'Views']","[4.6, 12]",Intermediate/Difficult,ME
7003046,saddle-trail,2.1,2264.0,0.0,Unknown,['-none-'],"[5.0, 3]",Difficult,ME
7007492,acadia-mountain-trail,1.5,517.0,620.0,Leashed,['Views'],"[4.8, 6]",Intermediate/Difficult,ME
7007429,perpendicular-trail,0.9,855.0,1.0,No Dogs,"['Birding', 'Fall Colors', 'Views']","[5.0, 3]",Difficult,ME
7007373,penobscot-mountain-trail,2.3,1123.0,110.0,Leashed,['Views'],"[4.8, 6]",Intermediate/Difficult,ME
7007407,pemetic-south-ridge-trail,1.1,780.0,18.0,Leashed,"['Fall Colors', 'Views', 'Wildflowers']","[4.8, 6]",Intermediate/Difficult,ME
7007426,long-pond-trail,3.1,498.0,69.0,Leashed,"['Lake', 'Swimming', 'Views']","[5.0, 2]",Intermediate,ME
7041172,bald-mountain-trail,1.1,1291.0,2.0,Unknown,"['Fall Colors', 'Views']","[5.0, 2]",Intermediate,ME
7004708,cathedral-trail,1.1,2150.0,0.0,No Dogs,"['Lake', 'Views']","[5.0, 2]",,ME
7004716,hamlin-ridge-trail,1.3,1639.0,108.0,No Dogs,"['Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Difficult,ME
7007499,canada-cliffs-trail,0.8,105.0,190.0,Unknown,['-none-'],"[5.0, 2]",Intermediate,ME
7035618,rim-trail,2.9,449.0,209.0,Leashed,"['Cave', 'Fall Colors', 'River/Creek', 'Spring', 'Swimming', 'Views', 'Waterfall', 'Wildlife']","[5.0, 2]",Difficult,ME
7005567,billy-goat-trail-section-a,1.6,31.0,52.0,No Dogs,"['River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.6, 20]",Intermediate/Difficult,MD
7007526,overlook-cliff-trail,1.5,692.0,335.0,Leashed,"['Fall Colors', 'River/Creek', 'Views']","[4.4, 21]",Intermediate/Difficult,WV
7005672,patuxent-branch-trail,4.4,89.0,126.0,Unknown,"['Lake', 'River/Creek']","[5.0, 3]",Easy/Intermediate,MD
7005200,cross-island-trail,5.3,46.0,57.0,Unknown,"['River/Creek', 'Views']","[5.0, 3]",Easy,MD
7046359,black-hill-trail,4.8,260.0,152.0,Leashed,"['Lake', 'Views']","[5.0, 2]",Easy/Intermediate,MD
7005152,carl-henn-millennium-trail,11.1,337.0,335.0,Unknown,['-none-'],"[5.0, 1]",Easy,MD
7005193,northeast-branch-trail,3.4,49.0,17.0,Unknown,"['Lake', 'River/Creek']","[5.0, 2]",Easy,MD
7025282,red-trail-monadnock-trail,0.2,0.0,156.0,Unknown,['-none-'],"[5.0, 2]",Easy/Intermediate,MD
7046314,western-piedmont-trail,2.3,154.0,129.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Wildlife']","[5.0, 2]",Easy/Intermediate,MD
7046299,bennett-ridge-trail,1.5,20.0,231.0,Leashed,"['Birding', 'Fall Colors', 'Wildlife']","[5.0, 2]",Easy/Intermediate,MD
7041018,little-gunpowder-trail-harford-rd-to-bottom-rd,2.7,77.0,42.0,Leashed,['-none-'],"[5.0, 1]",Easy,MD
7039488,olmsted-island-bridges,0.3,9.0,16.0,No Dogs,"['River/Creek', 'Views', 'Waterfall']","[5.0, 1]",Easy,MD
7028032,paint-branch-trail,4.1,19.0,96.0,Leashed,"['Birding', 'Fall Colors', 'Spring', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,MD
7047670,garretts-pass,2.4,83.0,337.0,Unknown,"['Fall Colors', 'Views']","[5.0, 1]",Intermediate,MD
7043042,algonquin-cross-country-trail,13.5,90.0,128.0,Off-leash,"['Birding', 'Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,MD
7005195,rachel-carson-greenway-trail,12.0,51.0,294.0,Leashed,"['River/Creek', 'Views']","[5.0, 1]",Intermediate,MD
7006880,little-paint-branch-trail,1.7,142.0,79.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,MD
7017887,north-susquehanna-ridge-trail,1.4,228.0,249.0,Leashed,"['River/Creek', 'Views']","[5.0, 1]",Difficult,MD
7023746,milford-mill-trail,1.1,57.0,60.0,Leashed,"['Fall Colors', 'River/Creek', 'Spring', 'Wildlife']","[5.0, 1]",Easy/Intermediate,MD
7004828,great-seneca-trail,1.2,81.0,93.0,Unknown,"['Fall Colors', 'Lake', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,MD
7020198,skyline-trail,7.5,846.0,863.0,Leashed,"['Birding', 'Fall Colors', 'Views', 'Wildlife']","[4.3, 22]",Intermediate,MA
7005869,skyline-trail-south,1.1,521.0,138.0,Unknown,"['Fall Colors', 'Views']","[5.0, 2]",Difficult,MA
7010174,at-amc-berkshire-chapter-ma,89.5,15643.0,14837.0,Leashed,"['Fall Colors', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,MA
7023573,fern-trail,0.3,11.0,2.0,No Dogs,"['River/Creek', 'Views', 'Wildlife']","[5.0, 2]",Easy,MA
7049727,lake-waban-trail,2.6,76.0,81.0,Off-leash,['Lake'],"[5.0, 1]",Easy/Intermediate,MA
7045376,harvey-mountain-trail,2.3,423.0,599.0,Off-leash,['Views'],"[5.0, 1]",Difficult,NY
7039147,morses-pond-trail,1.1,41.0,37.0,Off-leash,['Fall Colors'],"[5.0, 1]",Easy/Intermediate,MA
7051499,storrow-pond-trail,2.2,113.0,109.0,No Dogs,"['Fall Colors', 'Lake', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,MA
7036620,awesome-sauce-trail,0.4,26.0,63.0,Leashed,['-none-'],"[5.0, 1]",,MA
7050340,red-trail,2.1,89.0,69.0,Leashed,['-none-'],"[5.0, 1]",Easy/Intermediate,MA
7041071,trilogy-trail,1.8,185.0,277.0,Unknown,['-none-'],"[5.0, 1]",Difficult,MA
7051306,peabody-loop,2.2,141.0,153.0,Leashed,['Fall Colors'],"[5.0, 1]",Easy/Intermediate,MA
7045440,wild-side,1.2,157.0,118.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,MA
7041638,moraine-trail-northern-section,2.7,208.0,244.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,MA
7051500,page-sadie-trail,1.7,79.0,87.0,No Dogs,"['Fall Colors', 'Lake', 'Views', 'Wildflowers']","[5.0, 1]",Easy/Intermediate,MA
7041524,main-loop-blue-trail,0.7,29.0,12.0,Leashed,"['Birding', 'Fall Colors', 'Spring', 'Wildlife']","[5.0, 1]",Easy/Intermediate,MA
7045094,atlantic-white-cedar-trail,1.1,80.0,86.0,No Dogs,['-none-'],"[5.0, 1]",Easy,MA
7045352,pinnacle-trail,1.5,317.0,129.0,Off-leash,['Views'],"[5.0, 1]",Intermediate,NY
7050346,blue-trail,2.0,78.0,80.0,Leashed,['-none-'],"[5.0, 1]",Intermediate,MA
7020574,mansitee-river-trail,12.0,907.0,806.0,Leashed,"['River/Creek', 'Views']","[4.5, 33]",Intermediate,MI
7004153,escarpment-trail,3.8,477.0,775.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[4.9, 9]",Intermediate,MI
7004160,greenstone-ridge-trail,40.2,2827.0,2809.0,No Dogs,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 4]",Intermediate/Difficult,MI
7004149,north-mirror-lake-trail,4.3,575.0,355.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Wildlife']","[5.0, 4]",Intermediate/Difficult,MI
7027460,nct-mi-segment-2-central-up,182.3,13044.0,14148.0,Unknown,['-none-'],"[5.0, 3]",Easy/Intermediate,MI
7023163,hickory-ridge-hike-ski-trail,5.1,163.0,162.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[4.5, 12]",Easy/Intermediate,MI
7014151,bare-bluff-trail,2.9,316.0,281.0,Off-leash,"['Fall Colors', 'Lake', 'Views', 'Wildflowers']","[5.0, 2]",Intermediate/Difficult,MI
7040881,ken-o-sha-trail,2.7,76.0,77.0,Leashed,['-none-'],"[5.0, 2]",Intermediate,MI
7036912,jailhouse-trail,4.1,277.0,276.0,Leashed,['-none-'],"[5.0, 2]",Intermediate,MI
7034335,beech-tree-loop,0.9,37.0,32.0,Leashed,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 2]",Easy/Intermediate,MI
7044852,swan-creek-trail-north-and-south,9.8,901.0,889.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,MI
7045402,wakazoo-trail-aka-northwest-trail,11.4,573.0,591.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Swimming', 'Views', 'Wildflowers', 'Wildlife', 'Commonly Backpacked']","[5.0, 1]",Easy/Intermediate,MI
7034454,stone-bridge-nature-trail,0.6,11.0,32.0,Leashed,"['Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,MI
7011104,macomb-orchard-trail,24.6,191.0,188.0,Leashed,"['Birding', 'Fall Colors']","[5.0, 1]",Easy,MI
7036754,advanced-loop,4.2,223.0,227.0,Unknown,['-none-'],"[5.0, 1]",Intermediate/Difficult,MI
7005233,mount-ojibway-trail,1.5,570.0,77.0,No Dogs,"['Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.8, 5]",Intermediate/Difficult,MI
7052392,rouge-park-mountain-bike-and-hiking-hybrid-trail,2.1,132.0,134.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildlife']","[5.0, 1]",Intermediate,MI
7019373,west-huginnin-cove-trail,2.9,175.0,170.0,No Dogs,"['Lake', 'River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate/Difficult,MI
7039361,catamount-trail,3.6,315.0,316.0,Unknown,['Fall Colors'],"[5.0, 1]",Difficult,MI
7014803,warren-woods-trail,0.7,18.0,19.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Wildlife']","[5.0, 1]",Easy,MI
7004308,superior-hiking-trail-sht,299.8,31233.0,30542.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Waterfall', 'Wildlife']","[4.9, 29]",Intermediate/Difficult,MN
7006365,deer-valley-loop,2.6,379.0,375.0,Leashed,"['Birding', 'River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 4]",Intermediate,MN
7027974,shovel-point-trail,0.7,107.0,164.0,Leashed,"['Fall Colors', 'Lake', 'Views', 'Wildlife']","[4.8, 6]",Easy/Intermediate,MN
7037613,kings-bluff-trail,1.3,59.0,137.0,Leashed,"['Fall Colors', 'River/Creek', 'Views']","[5.0, 2]",Easy,MN
7027978,corundum-mine-trail,2.4,175.0,182.0,Leashed,"['Birding', 'Lake', 'Views']","[5.0, 2]",Intermediate,MN
7017765,lake-harriet,2.9,59.0,60.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Spring', 'Views']","[5.0, 2]",Easy,MN
7036502,upper-cathedral-trail,3.8,156.0,293.0,Leashed,['-none-'],"[5.0, 2]",Easy,MN
7017078,locator-lake-trail,2.0,148.0,121.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,MN
7027965,caribou-river-spur,0.7,259.0,33.0,Unknown,"['River/Creek', 'Views', 'Waterfall']","[5.0, 2]",Easy/Intermediate,MN
7036965,hole-in-rock-trail,1.1,325.0,255.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,MN
7036966,beaver-creek-valley-trail,2.0,39.0,98.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,MN
7037023,chase-point-trail,0.9,91.0,72.0,Leashed,"['Birding', 'Lake', 'Views', 'Wildlife']","[5.0, 2]",Easy/Intermediate,MN
7036964,west-rim-trail,0.9,173.0,211.0,Leashed,"['Birding', 'Fall Colors', 'Views', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,MN
7035989,lester-river-trail-duluth-traverse,3.7,365.0,63.0,Leashed,"['River/Creek', 'Swimming', 'Views']","[5.0, 1]",Easy/Intermediate,MN
7020216,waboose-lake-loop-trail,3.9,273.0,274.0,Off-leash,"['Birding', 'Fall Colors', 'Lake', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,MN
7032557,baptism-river-mouth-trail,0.1,0.0,27.0,Unknown,"['Lake', 'River/Creek', 'Swimming', 'Views']","[5.0, 1]",Easy/Intermediate,MN
7006359,lower-afton-alps,1.1,235.0,99.0,Unknown,"['Fall Colors', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,MN
7037677,amity-east-trail,2.3,384.0,111.0,Leashed,"['River/Creek', 'Views', 'Waterfall']","[5.0, 1]",Intermediate,MN
7037604,coyote-point-trail,1.0,355.0,48.0,Leashed,"['Fall Colors', 'River/Creek', 'Views']","[5.0, 1]",Intermediate/Difficult,MN
7037098,benson-lake-trail,0.9,58.0,64.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildlife', 'Commonly Backpacked']","[5.0, 1]",Easy,MN
7036868,charlottes-web-trail-aka-cw-trail,3.7,310.0,228.0,Unknown,['-none-'],"[5.0, 2]",Intermediate/Difficult,MS
7037984,north-trail,3.3,367.0,275.0,Unknown,['-none-'],"[5.0, 2]",Intermediate/Difficult,MS
7043404,richardson-creek-trail,9.1,942.0,938.0,Off-leash,['-none-'],"[5.0, 1]",Easy/Intermediate,MS
7043401,tallys-creek-trail,10.8,931.0,931.0,Off-leash,['River/Creek'],"[5.0, 1]",Easy/Intermediate,MS
7035701,sheep-ranch-trail,4.6,197.0,334.0,Unknown,['-none-'],"[5.0, 1]",Intermediate,MS
7044339,mills-branch-trail,4.7,601.0,562.0,Off-leash,['-none-'],"[5.0, 1]",Intermediate,MS
7026153,fenceline-trail,2.0,57.0,63.0,Unknown,"['Birding', 'Fall Colors', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,MS
7028917,gravel-road,4.5,597.0,751.0,Leashed,['-none-'],"[5.0, 1]",Intermediate/Difficult,MS
7029028,pine-belt,0.8,108.0,42.0,Leashed,['Views'],"[5.0, 1]",Easy/Intermediate,MS
7037995,headwaters-trail,2.1,171.0,186.0,Unknown,['-none-'],"[5.0, 1]",Intermediate/Difficult,MS
7028913,rg-trail,0.5,46.0,40.0,Leashed,['-none-'],"[5.0, 1]",Easy/Intermediate,MS
7028907,hamburger-hill,0.2,62.0,0.0,Leashed,['-none-'],"[5.0, 1]",Difficult,MS
7028916,rusty-barrel,0.3,3.0,44.0,Leashed,['-none-'],"[5.0, 1]",Intermediate,MS
7028921,elevator,0.3,13.0,98.0,Leashed,['-none-'],"[5.0, 1]",Difficult,MS
7028918,mall-overlook-road,0.5,30.0,38.0,Leashed,['-none-'],"[5.0, 1]",Intermediate/Difficult,MS
7028904,family-loop,0.3,4.0,35.0,Leashed,['-none-'],"[5.0, 1]",Easy/Intermediate,MS
7028911,tree-hugger,0.5,3.0,54.0,Leashed,['-none-'],"[5.0, 1]",Intermediate,MS
7028932,family-loop-2,0.3,118.0,0.0,Leashed,['-none-'],"[5.0, 1]",Easy,MS
7028914,carpet-climb,0.2,33.0,0.0,Leashed,['Views'],"[5.0, 1]",Difficult,MS
7028912,rock-n-roll,0.3,7.0,20.0,Leashed,['-none-'],"[5.0, 1]",Easy/Intermediate,MS
7012266,chubb-trail,6.7,714.0,667.0,Unknown,"['Fall Colors', 'River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 6]",Intermediate/Difficult,MO
7012275,declue-trail,8.4,907.0,910.0,Unknown,['Fall Colors'],"[5.0, 4]",Intermediate/Difficult,MO
7012252,al-foster-trail,5.1,273.0,228.0,Unknown,"['Fall Colors', 'River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 3]",Easy,MO
7039315,grotpeter-trail,2.9,295.0,297.0,Unknown,['-none-'],"[5.0, 3]",Intermediate,MO
7012313,mississippi-river-greenway-jefferson-barracks-section,1.7,6.0,82.0,Unknown,"['River/Creek', 'Wildlife']","[5.0, 3]",Easy,MO
7025040,turkey-ridge-trail,1.9,321.0,326.0,Leashed,['Wildlife'],"[5.0, 2]",Intermediate,MO
7040688,ozark-trail-trace-creek-section,26.8,2909.0,2819.0,Leashed,"['Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife', 'Commonly Backpacked']","[5.0, 2]",Intermediate,MO
7054161,mkt-trail,9.3,72.0,194.0,Leashed,"['Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy,MO
7054146,metro-corridor-olive-to-shaw-park,2.1,13.0,47.0,Leashed,['-none-'],"[5.0, 2]",Easy,MO
7012331,out-n-back,1.0,68.0,79.0,Unknown,"['Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Easy/Intermediate,MO
7054220,ward-branch-greenway,1.1,51.0,5.0,Leashed,"['River/Creek', 'Views', 'Wildlife']","[5.0, 2]",Easy,MO
7048217,river-trail,1.0,29.0,8.0,Leashed,['-none-'],"[5.0, 2]",Easy,MO
7025039,lime-kiln-loop-trail,2.8,376.0,370.0,Leashed,['-none-'],"[4.6, 9]",Intermediate,MO
7040971,ozark-trail-courtois-section,48.8,5003.0,4819.0,Leashed,"['Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife', 'Commonly Backpacked']","[5.0, 1]",Intermediate,MO
7030591,osage-bluff-scenic-trail,1.8,197.0,193.0,Unknown,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,MO
7040681,ozark-trail-current-river-section,30.9,3196.0,3225.0,Leashed,"['Fall Colors', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife', 'Commonly Backpacked']","[5.0, 1]",Intermediate,MO
7040972,ozark-trail-courtois-section-berryman-trail-loop-east,14.8,1577.0,1475.0,Leashed,"['Fall Colors', 'Spring', 'Views', 'Wildflowers', 'Wildlife', 'Commonly Backpacked']","[5.0, 1]",Intermediate,MO
7012339,rock-hollow-trail,2.3,270.0,0.0,Unknown,"['Fall Colors', 'River/Creek', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy,MO
7038032,sunbridge-hills-conservation-area,3.1,299.0,302.0,Leashed,"['River/Creek', 'Views']","[5.0, 1]",Easy,MO
7007864,hidden-lake,2.6,544.0,821.0,No Dogs,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[4.6, 22]",Intermediate,MT
7007695,grinnell-glacier-overlook,0.9,970.0,41.0,No Dogs,"['Lake', 'Views', 'Wildflowers', 'Wildlife']","[4.8, 13]",Difficult,MT
7007913,swiftcurrent-pass,7.7,2308.0,448.0,No Dogs,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[4.9, 12]",Intermediate/Difficult,MT
7007698,grinnell-glacier-trail,3.5,1608.0,39.0,No Dogs,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 7]",Intermediate/Difficult,MT
7004453,east-rosebud-trail,16.3,3884.0,226.0,Leashed,"['Lake', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 5]",Intermediate,MT
7004105,hyalite-creek-trail,7.2,3343.0,23.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 5]",Intermediate,MT
7004189,middle-cottonwood,1.2,476.0,0.0,Unknown,"['Birding', 'River/Creek', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 4]",Intermediate,MT
7008945,sky-rim-trail,10.7,3386.0,1680.0,No Dogs,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 3]",Difficult,WY
7011821,bluebird-trail-83,2.0,1071.0,0.0,Unknown,"['Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 4]",Intermediate/Difficult,MT
7019568,bass-creek-trail,10.2,3280.0,213.0,Leashed,"['River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,MT
7007898,red-gap-pass,15.1,3522.0,2415.0,No Dogs,"['Birding', 'Cave', 'Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Swimming', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,MT
7007910,stoney-indian-pass,12.7,2420.0,2680.0,No Dogs,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 3]",Intermediate/Difficult,MT
7052121,pine-creek-trail-47,5.3,3453.0,72.0,Off-leash,"['Birding', 'Lake', 'River/Creek', 'Swimming', 'Views', 'Waterfall', 'Wildflowers']","[5.0, 3]",Intermediate/Difficult,MT
7004186,corbly-gulch,5.7,3476.0,0.0,Leashed,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,MT
7004117,cottonwood-lake,4.1,2077.0,8.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Swimming', 'Wildflowers', 'Wildlife']","[5.0, 1]",Intermediate,MT
7004174,lava-lake-trail,2.9,1636.0,45.0,Leashed,"['Birding', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.7, 9]",Intermediate,MT
7009041,yellowstone-river-trail,15.8,2021.0,1752.0,No Dogs,"['Fall Colors', 'Lake', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate,WY
7007684,dawson-pass,10.1,3209.0,746.0,No Dogs,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[4.8, 6]",Intermediate/Difficult,MT
7004127,boulder-pass-trail,30.2,4123.0,4322.0,No Dogs,"['Lake', 'River/Creek', 'Swimming', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 2]",Intermediate/Difficult,MT
7007753,sperry-glacier,3.3,1667.0,103.0,No Dogs,"['Birding', 'Lake', 'River/Creek', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 2]",Difficult,MT
7032681,chief-standing-bear-trail,23.8,90.0,158.0,Leashed,['River/Creek'],"[5.0, 1]",Easy,NE
7051817,sandy-wash,2.3,25.0,27.0,Off-leash,['-none-'],"[5.0, 1]",Intermediate/Difficult,NE
7051816,jaxons-loop,1.2,26.0,26.0,Leashed,['-none-'],"[5.0, 1]",Difficult,NE
7053927,wicked-ridge,0.6,0.0,165.0,Off-leash,['-none-'],"[5.0, 1]",Intermediate/Difficult,NE
7051818,sandy-flow,1.0,22.0,25.0,Leashed,['-none-'],"[5.0, 1]",Intermediate/Difficult,NE
7053574,geology-trail,0.2,10.0,6.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,NE
7056913,jim-macallister-nature-trail,1.5,211.0,215.0,Leashed,"['Birding', 'Fall Colors', 'River/Creek', 'Views', 'Wildflowers', 'Wildlife']","[5.0, 1]",Easy/Intermediate,NE
7027767,wehrspann-lake-trail,5.9,176.0,176.0,Leashed,"['Birding', 'Fall Colors', 'Lake', 'River/Creek', 'Spring', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 3]",Easy,NE
7029613,lake-manawa-state-park-trail,6.9,56.0,55.0,Leashed,['River/Creek'],"[4.0, 1]",Easy,IA
7053478,prairie-dog-town-trail,2.4,336.0,63.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Intermediate,NE
7053477,diffendal-loop,2.0,355.0,316.0,Unknown,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Intermediate/Difficult,NE
7053474,baxa-trail,0.8,170.0,9.0,Unknown,"['Birding', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Intermediate,NE
7053476,boat-shed-trail,0.3,87.0,0.0,Unknown,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Easy/Intermediate,NE
7053570,swainson-trail,2.6,252.0,189.0,Unknown,"['Birding', 'Fall Colors', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Intermediate,NE
7053578,two-pipe-trail,1.0,33.0,111.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Intermediate,NE
7053577,ranch-house-trail,1.8,295.0,29.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Intermediate/Difficult,NE
7053563,lentzen-gazebo-trail,0.8,161.0,0.0,Unknown,"['Birding', 'Fall Colors', 'Lake', 'Views', 'Wildflowers', 'Wildlife']","[4.0, 1]",Intermediate,NE
7054244,cedar-ridge,0.4,3.0,172.0,Off-leash,['-none-'],"[4.0, 1]",Intermediate/Difficult,NE
7054245,betsys-bugaboo,0.3,155.0,2.0,Off-leash,['-none-'],"[4.0, 1]",Intermediate,NE
7056964,platte-river-state-park,11.3,1400.0,1449.0,Leashed,"['Fall Colors', 'River/Creek', 'Waterfall', 'Wildlife']","[4.0, 1]",Intermediate,NE
7022321,kraft-mountain-loop,3.3,587.0,586.0,Off-leash,"['Birding', 'Cave', 'Views', 'Wildflowers', 'Wildlife']","[4.5, 27]",Intermediate/Difficult,NV
7010987,gold-strike-canyon,2.3,57.0,892.0,No Dogs,"['Cave', 'River/Creek', 'Swimming', 'Views', 'Waterfall', 'Wildflowers', 'Wildlife']","[5.0, 17]",Difficult,NV
7029372,turtlehead-mountain-trail,2.2,1898.0,155.0,Leashed,['Views'],"[4.7, 21]",Intermediate/Difficult,NV
7023356,ice-box-canyon,1.2,796.0,16.0,Leashed,"['River/Creek', 'Views', 'Waterfall']","[4.4, 24]",Intermediate/Difficult,NV
7036765,mary-jane-falls-trail,1.6,1239.0,132.0,Off-leash,"['Cave', 'Views', 'Waterfall', 'Wildflowers']","[4.5, 13]",Intermediate,NV
7056891,seven-wonders-route,1.2,28.0,199.0,Leashed,"['Cave', 'Views', 'Wildflowers']","[5.0, 4]",Intermediate,NV
7020931,cathedral-rock-trail,1.3,875.0,126.0,Leashed,['Fall Colors'],"[4.4, 17]",Intermediate,NV
7009410,marlette-flume-trail,4.4,131.0,227.0,Unknown,"['Lake', 'Views', 'Wildlife']","[5.0, 1]",Easy/Intermediate,NV
